x,y,z,Outputs
-0.075837827,0.048430992,40.98819202,spiral
-0.077328925,0.046012763,88.12926335,spiral
-0.078742939,0.043548668,34.92712475,spiral
-0.080078461,0.041041162,-34.22972797,spiral
-0.081334159,0.038492746,-10.70392718,spiral
-0.082508782,0.035905959,-43.69695929,spiral
-0.083601157,0.033283381,-29.70258095,spiral
-0.084610198,0.030627625,-31.66510947,spiral
-0.085534897,0.027941338,39.69129046,spiral
-0.086374333,0.025227199,42.42999243,spiral
-0.087127669,0.022487913,-61.20445172,spiral
-0.087794154,0.019726211,99.42063556,spiral
-0.088373125,0.016944845,25.50111119,spiral
-0.088864003,0.014146588,-103.2401396,spiral
-0.089266299,0.01133423,1.500415366,spiral
-0.089579613,0.008510573,-7.510078275,spiral
-0.089803632,0.005678433,48.11068563,spiral
-0.06743678,0.002840632,-47.12788357,spiral
-0.044980276,0.00142067,-213.2665499,spiral
-0.044018002,-0.001390277,179.3904834,spiral
-0.065994088,-0.002779862,192.2789719,spiral
-0.087882441,-0.005556953,21.83001446,spiral
-0.087663214,-0.008328504,-156.3866434,spiral
-0.087356603,-0.011091754,-12.66866193,spiral
-0.086962913,-0.013843947,62.49082623,spiral
-0.086482536,-0.01658234,-43.76946465,spiral
-0.085915952,-0.019304203,-0.884604331,spiral
-0.085263725,-0.022006824,81.26143953,spiral
-0.084526505,-0.024687508,-26.04002244,spiral
-0.083705027,-0.027343582,-44.5219366,spiral
-0.082800111,-0.0299724,63.23850055,spiral
-0.081812657,-0.032571341,-42.65562274,spiral
-0.080743651,-0.035137814,-69.20013014,spiral
-0.079594157,-0.037669261,73.80717742,spiral
-0.078365323,-0.040163158,43.19543665,spiral
-0.077058372,-0.04261702,-63.45992435,spiral
-0.075674608,-0.0450284,17.1645207,spiral
-0.074215409,-0.047394895,22.12754335,spiral
-0.072682231,-0.049714146,-28.55405572,spiral
-0.071076602,-0.051983841,13.10058617,spiral
-0.069400123,-0.054201717,-19.42351436,spiral
-0.067654463,-0.056365563,21.60979607,spiral
-0.065841364,-0.058473223,19.73995514,spiral
-0.063962633,-0.060522596,-23.26552173,spiral
-0.062020143,-0.062511638,-78.47022001,spiral
-0.06001583,-0.064438368,22.73165623,spiral
-0.057951692,-0.066300864,89.91264185,spiral
-0.055829786,-0.06809727,-70.66057732,spiral
-0.053652227,-0.069825795,-16.06458441,spiral
-0.051421188,-0.071484716,32.11708674,spiral
-0.04913889,-0.073072379,50.16654345,spiral
-0.046807609,-0.074587203,44.67115549,spiral
-0.04442967,-0.076027676,-66.99499226,spiral
-0.042007443,-0.077392363,-47.78022772,spiral
-0.039543341,-0.078679904,25.24556191,spiral
-0.037039822,-0.079889015,77.96409822,spiral
-0.03449938,-0.081018491,23.48367344,spiral
-0.031924549,-0.082067206,-97.41546488,spiral
-0.029317895,-0.083034114,-130.4569024,spiral
-0.026682016,-0.083918253,32.41425598,spiral
-0.02401954,-0.084718739,153.9851006,spiral
-0.02133312,-0.085434777,77.79248227,spiral
-0.018625436,-0.086065651,-63.6587208,spiral
-0.015899185,-0.086610733,-58.58673455,spiral
-0.013157085,-0.087069479,8.711518952,spiral
-0.010401871,-0.087441433,-86.91509889,spiral
-0.007636287,-0.087726223,-39.95271187,spiral
-0.004863091,-0.087923566,84.59908591,spiral
-0.002085048,-0.088033265,28.8721195,spiral
0.000695074,-0.08805521,6.778041877,spiral
0.003474503,-0.08798938,77.55618442,spiral
0.006250468,-0.08783584,1.341798095,spiral
0.009020203,-0.087594743,-37.58611172,spiral
0.011780946,-0.08726633,-61.70036235,spiral
0.014529946,-0.086850928,-67.71632356,spiral
0.017264462,-0.086348952,74.1107544,spiral
0.019981768,-0.0857609,16.08478437,spiral
0.022679156,-0.085087361,-46.18093243,spiral
0.025353937,-0.084329004,20.96771824,spiral
0.028003445,-0.083486587,-33.88436179,spiral
0.030625038,-0.082560948,-15.06240523,spiral
0.033216104,-0.081553011,71.89622149,spiral
0.035774059,-0.08046378,102.6834458,spiral
0.038296353,-0.07929434,23.84167211,spiral
0.040780473,-0.078045859,-84.2731633,spiral
0.043223943,-0.07671958,-118.0803511,spiral
0.045624325,-0.075316825,-2.491943624,spiral
0.047979228,-0.073838992,143.8219519,spiral
0.050286305,-0.072287555,-39.47755126,spiral
0.052543255,-0.070664061,-53.03281487,spiral
0.054747829,-0.068970126,-7.793912095,spiral
0.056897829,-0.067207441,-47.89953428,spiral
0.058991112,-0.065377763,44.04110245,spiral
0.061025591,-0.063482914,6.83929725,spiral
0.062999239,-0.061524784,21.16678609,spiral
0.064910087,-0.059505325,13.44594329,spiral
0.066756232,-0.057426549,29.06979786,spiral
0.068535833,-0.05529053,19.42263631,spiral
0.070247116,-0.053099395,-46.12283441,spiral
0.071888375,-0.050855331,-24.50909383,spiral
0.073457974,-0.048560572,26.84648475,spiral
0.074954349,-0.046217407,83.02848859,spiral
0.076376007,-0.043828172,-25.9163409,spiral
0.077721532,-0.041395248,-90.39244123,spiral
0.078989583,-0.03892106,-21.98471246,spiral
0.080178895,-0.036408074,-48.15973649,spiral
0.081288283,-0.033858797,30.09531521,spiral
0.082316641,-0.031275768,148.9449878,spiral
0.083262944,-0.028661563,-84.44095339,spiral
0.084126249,-0.026018787,-131.2117272,spiral
0.084905695,-0.023350075,65.98522921,spiral
0.085600505,-0.020658088,27.00495073,spiral
0.086209987,-0.017945508,21.07237596,spiral
0.086733533,-0.015215039,74.03511596,spiral
0.08717062,-0.012469404,49.89893237,spiral
0.087520815,-0.009711339,-96.00341517,spiral
0.087783766,-0.006943594,-119.0506211,spiral
0.087959213,-0.004168927,44.68764416,spiral
0.08804698,-0.001390104,139.7120199,spiral
0.08804698,0.001390104,61.62486846,spiral
0.087959213,0.004168927,-133.3310763,spiral
0.087783766,0.006943594,-138.1227751,spiral
0.087520815,0.009711339,14.28247833,spiral
0.08717062,0.012469404,117.5255468,spiral
0.086733533,0.015215039,116.1856899,spiral
0.086209987,0.017945508,-37.48206216,spiral
0.085600505,0.020658088,-67.89088909,spiral
0.084905695,0.023350075,31.90966546,spiral
0.084126249,0.026018787,-39.97250212,spiral
0.083262944,0.028661563,-107.8978187,spiral
0.082316641,0.031275768,21.83315058,spiral
0.081288283,0.033858797,121.9237661,spiral
0.080178895,0.036408074,-13.5992641,spiral
0.078989583,0.03892106,-27.94674906,spiral
0.077721532,0.041395248,61.06552125,spiral
0.076376007,0.043828172,-68.24762748,spiral
0.074954349,0.046217407,-93.06923376,spiral
0.073457974,0.048560572,64.47626193,spiral
0.071888375,0.050855331,79.81023894,spiral
0.070247116,0.053099395,-27.57827242,spiral
0.068535833,0.05529053,-45.87428545,spiral
0.066756232,0.057426549,3.78483916,spiral
0.064910087,0.059505325,-11.70894504,spiral
0.062999239,0.061524784,25.99174739,spiral
0.061025591,0.063482914,37.23060405,spiral
0.058991112,0.065377763,-32.43617259,spiral
0.056897829,0.067207441,11.46043195,spiral
0.054747829,0.068970126,54.70585885,spiral
0.052543255,0.070664061,-5.806407658,spiral
0.050286305,0.072287555,-95.08227948,spiral
0.047979228,0.073838992,-42.66516459,spiral
0.045624325,0.075316825,94.53135293,spiral
0.043223943,0.07671958,104.6076803,spiral
0.040780473,0.078045859,-15.31132375,spiral
0.038296353,0.07929434,-151.864452,spiral
0.035774059,0.08046378,-30.13184723,spiral
0.033216104,0.081553011,82.14680104,spiral
0.030625038,0.082560948,-26.06609272,spiral
0.028003445,0.083486587,-20.50664848,spiral
0.025353937,0.084329004,33.4860037,spiral
0.022679156,0.085087361,108.9575023,spiral
0.019981768,0.0857609,55.74349272,spiral
0.017264462,0.086348952,-101.0809044,spiral
0.014529946,0.086850928,-117.3764828,spiral
0.011780946,0.08726633,-85.2488101,spiral
0.009020203,0.087594743,96.67202154,spiral
0.006250468,0.08783584,98.55265604,spiral
0.003474503,0.08798938,-48.23553181,spiral
0.000695074,0.08805521,31.27815545,spiral
-0.002085048,0.088033265,-5.141926457,spiral
-0.004863091,0.087923566,-23.10404814,spiral
-0.007636287,0.087726223,55.70338531,spiral
-0.010401871,0.087441433,17.92571298,spiral
-0.013157085,0.087069479,-74.25054058,spiral
-0.015899185,0.086610733,-120.5546718,spiral
-0.018625436,0.086065651,9.950725585,spiral
-0.02133312,0.085434777,174.3538513,spiral
-0.02401954,0.084718739,23.6990529,spiral
-0.026682016,0.083918253,-158.2073952,spiral
-0.029317895,0.083034114,-23.44657391,spiral
-0.031924549,0.082067206,155.7412357,spiral
-0.03449938,0.081018491,114.8441699,spiral
-0.037039822,0.079889015,-122.6107286,spiral
-0.039543341,0.078679904,-114.6009473,spiral
-0.042007443,0.077392363,73.12725642,spiral
-0.04442967,0.076027676,14.14096107,spiral
-0.046807609,0.074587203,-65.72900694,spiral
-0.04913889,0.073072379,-27.68894288,spiral
-0.051421188,0.071484716,-20.64144311,spiral
-0.053652227,0.069825795,17.70957676,spiral
-0.055829786,0.06809727,151.1057489,spiral
-0.057951692,0.066300864,109.6542344,spiral
-0.06001583,0.064438368,-136.660093,spiral
-0.062020143,0.062511638,-164.9478853,spiral
-0.063962633,0.060522596,-15.05808141,spiral
-0.065841364,0.058473223,108.0669081,spiral
-0.067654463,0.056365563,134.4052971,spiral
-0.069400123,0.054201717,-92.43116386,spiral
-0.071076602,0.051983841,-179.5203731,spiral
-0.072682231,0.049714146,77.89825663,spiral
-0.074215409,0.047394895,179.3247508,spiral
-0.075674608,0.0450284,64.43553186,spiral
-0.077058372,0.04261702,-78.68377932,spiral
-0.078365323,0.040163158,-83.81950573,spiral
-0.079594157,0.037669261,-35.50678291,spiral
-0.080743651,0.035137814,-13.70234039,spiral
-0.081812657,0.032571341,65.25379133,spiral
-0.082800111,0.0299724,-43.3008018,spiral
-0.083705027,0.027343582,-25.55354356,spiral
-0.084526505,0.024687508,76.72968933,spiral
-0.085263725,0.022006824,-39.88414466,spiral
-0.085915952,0.019304203,8.542538952,spiral
-0.086482536,0.01658234,6.272236438,spiral
-0.086962913,0.013843947,-29.05646049,spiral
-0.087356603,0.011091754,41.49884398,spiral
-0.087663214,0.008328504,-52.33108209,spiral
-0.087882441,0.005556953,22.05670776,spiral
-0.065994088,0.002779862,174.0147227,spiral
-0.044018002,0.001390277,166.9876991,spiral
-0.045197225,-0.001427522,153.9191261,spiral
-0.067762042,-0.002854333,19.81250725,spiral
-0.090236774,-0.005705821,-36.41775711,spiral
-0.090011675,-0.008551621,143.1817082,spiral
-0.08969685,-0.011388897,-16.30691985,spiral
-0.089292613,-0.01421482,-133.4401634,spiral
-0.088799367,-0.017026574,10.21973833,spiral
-0.088217604,-0.019821355,-24.92328161,spiral
-0.087547904,-0.022596377,72.5735408,spiral
-0.086790935,-0.025348876,42.35395091,spiral
-0.08594745,-0.028076105,-89.11829371,spiral
-0.085018291,-0.030775348,51.52802749,spiral
-0.084004384,-0.033443914,108.1371744,spiral
-0.082906739,-0.036079141,-36.89300652,spiral
-0.081726451,-0.038678405,-64.55908432,spiral
-0.080464697,-0.041239112,43.73047046,spiral
-0.079122733,-0.043758712,-45.58324939,spiral
-0.077701899,-0.046234692,-83.46211704,spiral
-0.076203609,-0.048664585,88.70070198,spiral
-0.074629358,-0.051045967,24.97814687,spiral
-0.072980715,-0.053376466,-118.9941276,spiral
-0.071259323,-0.055653758,22.72202867,spiral
-0.069466898,-0.057875573,116.6064556,spiral
-0.067605227,-0.060039696,16.4904164,spiral
-0.065676166,-0.062143971,-18.00861279,spiral
-0.063681637,-0.064186299,-21.16037534,spiral
-0.061623629,-0.066164645,-20.55539597,spiral
-0.059504193,-0.068077036,-60.84933018,spiral
-0.057325442,-0.069921567,-26.7521054,spiral
-0.055089548,-0.071696398,34.69308531,spiral
-0.05279874,-0.073399761,32.89044583,spiral
-0.0504553,-0.075029958,20.73229213,spiral
-0.048061566,-0.076585362,6.822389403,spiral
-0.045619922,-0.078064425,38.16273112,spiral
-0.043132804,-0.079465672,6.114695061,spiral
-0.04060269,-0.080787706,-31.20860327,spiral
-0.038032103,-0.082029208,-35.63951965,spiral
-0.035423604,-0.083188942,17.06354414,spiral
-0.032779794,-0.084265752,-52.1794337,spiral
-0.030103309,-0.085258563,-91.10805231,spiral
-0.027396816,-0.086166387,53.75966921,spiral
-0.024663013,-0.086988319,162.1186654,spiral
-0.021904626,-0.087723538,69.19478669,spiral
-0.019124403,-0.088371313,-165.8396091,spiral
-0.016325117,-0.088930998,-114.7980981,spiral
-0.013509558,-0.089402034,87.29824147,spiral
-0.010680532,-0.089783952,82.77867647,spiral
-0.00784086,-0.090076372,-48.73072956,spiral
-0.004993371,-0.090279001,45.31955243,spiral
-0.002140906,-0.090391639,31.82703946,spiral
0.000713694,-0.090414172,-132.5315484,spiral
0.003567583,-0.090346578,98.49605662,spiral
0.006417915,-0.090188925,68.48925747,spiral
0.00926185,-0.08994137,-198.6083731,spiral
0.012096553,-0.089604159,-45.89688441,spiral
0.014919197,-0.089177628,135.7152998,spiral
0.017726969,-0.088662204,100.5424576,spiral
0.020517071,-0.088058399,-3.37603624,spiral
0.023286721,-0.087366815,-100.2068541,spiral
0.026033159,-0.086588143,-49.69546576,spiral
0.028753645,-0.085723157,108.7393375,spiral
0.03144547,-0.084772721,27.6089827,spiral
0.034105949,-0.083737782,-154.7271347,spiral
0.036732431,-0.08261937,40.935816,spiral
0.039322297,-0.081418602,64.16411209,spiral
0.041872965,-0.080136675,-114.3472299,spiral
0.044381894,-0.078774865,38.84935657,spiral
0.046846582,-0.077334531,87.48993399,spiral
0.049264572,-0.075817108,-20.66803108,spiral
0.051633454,-0.074224108,-63.54463654,spiral
0.053950867,-0.072557121,16.88718012,spiral
0.0562145,-0.070817807,17.67699649,spiral
0.058422098,-0.069007901,20.69010102,spiral
0.060571459,-0.067129205,67.86229167,spiral
0.062660441,-0.065183594,-65.34759125,spiral
0.064686962,-0.063173007,-4.310138033,spiral
0.066649001,-0.061099447,3.887424385,spiral
0.068544604,-0.058964982,-36.4745619,spiral
0.070371879,-0.05677174,75.09204784,spiral
0.072129007,-0.054521906,-82.49296213,spiral
0.073814234,-0.052217723,-9.798547176,spiral
0.075425882,-0.049861489,143.3469868,spiral
0.076962344,-0.047455552,-132.6047958,spiral
0.078422088,-0.04500231,-68.96606415,spiral
0.079803659,-0.042504209,155.1202899,spiral
0.081105681,-0.039963738,31.29140451,spiral
0.082326854,-0.037383431,-107.532197,spiral
0.083465962,-0.03476586,-20.52084226,spiral
0.08452187,-0.032113633,94.85367984,spiral
0.085493524,-0.029429394,-90.51845886,spiral
0.086379956,-0.02671582,-41.11494539,spiral
0.087180283,-0.023975614,91.82428327,spiral
0.087893707,-0.021211509,-48.65417574,spiral
0.088519516,-0.01842626,42.05747658,spiral
0.089057088,-0.015622644,105.1518088,spiral
0.089505885,-0.012803454,-106.3260605,spiral
0.08986546,-0.009971502,-128.7553628,spiral
0.090135456,-0.00712961,54.0353886,spiral
0.090315603,-0.004280611,86.73791737,spiral
0.090405722,-0.001427344,70.58573266,spiral
0.090405722,0.001427344,-7.900516254,spiral
0.090315603,0.004280611,-94.33676885,spiral
0.090135456,0.00712961,-84.14192328,spiral
0.08986546,0.009971502,-5.428920734,spiral
0.089505885,0.012803454,105.114676,spiral
0.089057088,0.015622644,1.338213083,spiral
0.088519516,0.01842626,-14.08177214,spiral
0.087893707,0.021211509,89.3639139,spiral
0.087180283,0.023975614,-73.27025755,spiral
0.086379956,0.02671582,-75.09039703,spiral
0.085493524,0.029429394,89.30268564,spiral
0.08452187,0.032113633,-35.98991744,spiral
0.083465962,0.03476586,-55.74335049,spiral
0.082326854,0.037383431,67.85576713,spiral
0.081105681,0.039963738,72.18321249,spiral
0.079803659,0.042504209,-10.82133372,spiral
0.078422088,0.04500231,-74.53266222,spiral
0.076962344,0.047455552,-1.60085579,spiral
0.075425882,0.049861489,68.15902053,spiral
0.073814234,0.052217723,-19.65639534,spiral
0.072129007,0.054521906,-134.8862595,spiral
0.070371879,0.05677174,83.88653854,spiral
0.068544604,0.058964982,170.2916931,spiral
0.066649001,0.061099447,-37.45426421,spiral
0.064686962,0.063173007,-132.170458,spiral
0.062660441,0.065183594,-110.279689,spiral
0.060571459,0.067129205,-1.774967882,spiral
0.058422098,0.069007901,117.2355206,spiral
0.0562145,0.070817807,59.02661964,spiral
0.053950867,0.072557121,-64.37339912,spiral
0.051633454,0.074224108,73.31814643,spiral
0.049264572,0.075817108,68.16832202,spiral
0.046846582,0.077334531,-171.7021085,spiral
0.044381894,0.078774865,-14.502405,spiral
0.041872965,0.080136675,102.2268053,spiral
0.039322297,0.081418602,-39.06834198,spiral
0.036732431,0.08261937,-24.9214719,spiral
0.034105949,0.083737782,-23.87380927,spiral
0.03144547,0.084772721,29.27050288,spiral
0.028753645,0.085723157,78.37901638,spiral
0.026033159,0.086588143,37.3291919,spiral
0.023286721,0.087366815,-109.1781159,spiral
0.020517071,0.088058399,-24.80424761,spiral
0.017726969,0.088662204,138.260185,spiral
0.014919197,0.089177628,-119.3371792,spiral
0.012096553,0.089604159,-127.5142323,spiral
0.00926185,0.08994137,123.2690653,spiral
0.006417915,0.090188925,88.96063931,spiral
0.003567583,0.090346578,12.73087571,spiral
0.000713694,0.090414172,-109.3740925,spiral
-0.002140906,0.090391639,-72.00054825,spiral
-0.004993371,0.090279001,93.27173848,spiral
-0.00784086,0.090076372,-8.603768348,spiral
-0.010680532,0.089783952,41.81101668,spiral
-0.013509558,0.089402034,39.44124896,spiral
-0.016325117,0.088930998,-136.8901755,spiral
-0.019124403,0.088371313,60.64892862,spiral
-0.021904626,0.087723538,160.352867,spiral
-0.024663013,0.086988319,-62.69447514,spiral
-0.027396816,0.086166387,-73.44593984,spiral
-0.030103309,0.085258563,3.772451336,spiral
-0.032779794,0.084265752,-71.3730777,spiral
-0.035423604,0.083188942,-1.65549926,spiral
-0.038032103,0.082029208,133.6925675,spiral
-0.04060269,0.080787706,-79.73883031,spiral
-0.043132804,0.079465672,-161.5638408,spiral
-0.045619922,0.078064425,61.54314533,spiral
-0.048061566,0.076585362,167.3920824,spiral
-0.0504553,0.075029958,80.80473685,spiral
-0.05279874,0.073399761,-107.6261627,spiral
-0.055089548,0.071696398,-38.10050869,spiral
-0.057325442,0.069921567,73.45804642,spiral
-0.059504193,0.068077036,-61.96532034,spiral
-0.061623629,0.066164645,-94.76028512,spiral
-0.063681637,0.064186299,-5.72805337,spiral
-0.065676166,0.062143971,46.87196483,spiral
-0.067605227,0.060039696,82.86946112,spiral
-0.069466898,0.057875573,-2.895485847,spiral
-0.071259323,0.055653758,-33.17192502,spiral
-0.072980715,0.053376466,30.44600605,spiral
-0.074629358,0.051045967,-30.95113282,spiral
-0.076203609,0.048664585,-61.15310367,spiral
-0.077701899,0.046234692,43.40131464,spiral
-0.079122733,0.043758712,124.2273387,spiral
-0.080464697,0.041239112,-73.06341782,spiral
-0.081726451,0.038678405,-158.3812776,spiral
-0.082906739,0.036079141,104.7143794,spiral
-0.084004384,0.033443914,98.48304905,spiral
-0.085018291,0.030775348,-96.0939603,spiral
-0.08594745,0.028076105,-4.489714821,spiral
-0.086790935,0.025348876,57.92467362,spiral
-0.087547904,0.022596377,-79.60827848,spiral
-0.088217604,0.019821355,12.1725838,spiral
-0.088799367,0.017026574,131.8308736,spiral
-0.089292613,0.01421482,-122.4788104,spiral
-0.08969685,0.011388897,-124.7216695,spiral
-0.090011675,0.008551621,156.4115846,spiral
-0.090236774,0.005705821,66.10184928,spiral
-0.067762042,0.002854333,-98.07538186,spiral
-0.045197225,0.001427522,-99.77816501,spiral
-0.07202031,-0.003033704,170.6677274,spiral
-0.095907388,-0.006064383,-88.09875724,spiral
-0.095668143,-0.009089018,-97.29359888,spiral
-0.095333534,-0.012104593,62.56250163,spiral
-0.094903894,-0.015108101,-98.1930615,spiral
-0.094379652,-0.018096549,-107.4362759,spiral
-0.093761331,-0.021066958,152.0311289,spiral
-0.093049546,-0.024016368,127.988373,spiral
-0.092245007,-0.026941837,-9.898914487,spiral
-0.091348516,-0.02984045,-6.494298035,spiral
-0.090360967,-0.032709317,-87.60397788,spiral
-0.089283345,-0.035545579,-30.22668466,spiral
-0.088116722,-0.038346409,15.93778921,spiral
-0.086862264,-0.041109013,-88.79260234,spiral
-0.085521219,-0.04383064,21.71769461,spiral
-0.084094924,-0.046508575,91.38276754,spiral
-0.082584802,-0.04914015,32.23442221,spiral
-0.080992358,-0.05172274,1.407965936,spiral
-0.079319178,-0.054253772,-0.481178874,spiral
-0.077566932,-0.056730723,-35.41116559,spiral
-0.075737365,-0.059151123,-55.72805709,spiral
-0.073832302,-0.06151256,-11.86935281,spiral
-0.07185364,-0.063812681,128.6778236,spiral
-0.069803354,-0.066049191,126.133409,spiral
-0.067683486,-0.068219862,-191.8532069,spiral
-0.06549615,-0.07032253,-175.3309397,spiral
-0.063243525,-0.072355099,164.0215636,spiral
-0.060927859,-0.074315543,137.3087011,spiral
-0.058551458,-0.076201907,-36.4590975,spiral
-0.056116691,-0.078012312,-82.03953618,spiral
-0.053625987,-0.079744952,-112.582762,spiral
-0.051081826,-0.081398101,72.79813575,spiral
-0.048486747,-0.082970111,168.1130478,spiral
-0.045843334,-0.084459414,-26.291896,spiral
-0.043154224,-0.085864526,-96.25645494,spiral
-0.040422097,-0.087184046,-89.32391467,spiral
-0.037649676,-0.08841666,-55.81894614,spiral
-0.034839726,-0.089561138,149.2765906,spiral
-0.031995046,-0.090616339,81.91954328,spiral
-0.029118473,-0.091581212,-88.13293682,spiral
-0.026212874,-0.092454795,37.42250936,spiral
-0.023281145,-0.093236217,-34.39058756,spiral
-0.020326209,-0.093924699,-94.04551595,spiral
-0.017351012,-0.094519555,-6.374245886,spiral
-0.014358519,-0.095020191,72.58495674,spiral
-0.011351713,-0.09542611,124.542848,spiral
-0.008333591,-0.095736906,-64.34272529,spiral
-0.005307162,-0.095952269,-142.8218672,spiral
-0.002275443,-0.096071984,38.76614879,spiral
0.000758544,-0.096095934,82.89274816,spiral
0.003791775,-0.096024092,-61.31674124,spiral
0.006821227,-0.095856532,-22.66432437,spiral
0.009843879,-0.09559342,86.57247792,spiral
0.012856718,-0.095235018,52.80956027,spiral
0.015856741,-0.094781684,-9.442044167,spiral
0.018840959,-0.094233869,-45.40175236,spiral
0.021806395,-0.09359212,-8.336770197,spiral
0.024750094,-0.092857077,26.14308239,spiral
0.027669121,-0.092029471,-33.36351302,spiral
0.030560568,-0.091110129,-64.72499033,spiral
0.03342155,-0.090099966,22.43314422,spiral
0.036249218,-0.088999989,42.04850754,spiral
0.039040752,-0.087811295,58.43689818,spiral
0.041793368,-0.086535069,-10.83044699,spiral
0.044504325,-0.085172583,-66.84987544,spiral
0.047170918,-0.083725195,70.40370126,spiral
0.049790491,-0.082194348,-95.98498203,spiral
0.052360431,-0.080581568,-140.2240635,spiral
0.054878177,-0.078888462,183.6872366,spiral
0.05734122,-0.077116719,135.8006497,spiral
0.059747103,-0.075268104,-163.2721528,spiral
0.06209343,-0.07334446,-69.06736581,spiral
0.06437786,-0.071347705,96.86350506,spiral
0.066598117,-0.069279829,-10.92966072,spiral
0.068751987,-0.067142893,38.94935807,spiral
0.070837324,-0.064939028,50.15888473,spiral
0.072852049,-0.06267043,-100.7315757,spiral
0.074794153,-0.060339361,-100.4580056,spiral
0.076661701,-0.057948144,49.15303574,spiral
0.078452831,-0.055499163,154.732999,spiral
0.080165757,-0.05299486,-10.29353931,spiral
0.081798773,-0.05043773,-152.859051,spiral
0.083350249,-0.047830323,-0.624542834,spiral
0.084818641,-0.045175237,77.55430901,spiral
0.086202483,-0.04247512,1.141083965,spiral
0.087500397,-0.039732662,4.516407137,spiral
0.088711088,-0.036950598,110.8091352,spiral
0.08983335,-0.034131701,8.747513187,spiral
0.090866065,-0.031278781,-149.2493041,spiral
0.091808202,-0.028394682,-69.59041932,spiral
0.092658822,-0.025482278,59.11645602,spiral
0.093417079,-0.022544472,86.23941685,spiral
0.094082215,-0.019584194,-84.03582873,spiral
0.094653568,-0.016604394,-37.87639336,spiral
0.095130568,-0.013608042,96.11584075,spiral
0.09551274,-0.010598126,22.20433517,spiral
0.095799703,-0.007577645,4.992877118,spiral
0.095991171,-0.004549611,-62.88569051,spiral
0.096086952,-0.001517041,-51.44303682,spiral
0.096086952,0.001517041,53.41708941,spiral
0.095991171,0.004549611,41.98734802,spiral
0.095799703,0.007577645,55.8587926,spiral
0.09551274,0.010598126,-44.45596344,spiral
0.095130568,0.013608042,-100.8366676,spiral
0.094653568,0.016604394,65.74604117,spiral
0.094082215,0.019584194,40.59024005,spiral
0.093417079,0.022544472,-58.19014483,spiral
0.092658822,0.025482278,-61.44556998,spiral
0.091808202,0.028394682,61.66637621,spiral
0.090866065,0.031278781,126.5863977,spiral
0.08983335,0.034131701,-127.961054,spiral
0.088711088,0.036950598,-143.9869477,spiral
0.087500397,0.039732662,119.3013447,spiral
0.086202483,0.04247512,140.8332727,spiral
0.084818641,0.045175237,-76.34439661,spiral
0.083350249,0.047830323,-154.6518188,spiral
0.081798773,0.05043773,57.44617596,spiral
0.080165757,0.05299486,133.9247345,spiral
0.078452831,0.055499163,-16.70513358,spiral
0.076661701,0.057948144,-98.95397842,spiral
0.074794153,0.060339361,-6.679309242,spiral
0.072852049,0.06267043,135.8330919,spiral
0.070837324,0.064939028,72.19428022,spiral
0.068751987,0.067142893,-98.00031739,spiral
0.066598117,0.069279829,-91.44578579,spiral
0.06437786,0.071347705,-58.77766988,spiral
0.06209343,0.07334446,52.77964345,spiral
0.059747103,0.075268104,151.0419753,spiral
0.05734122,0.077116719,-131.4465345,spiral
0.054878177,0.078888462,-80.14655387,spiral
0.052360431,0.080581568,165.2042146,spiral
0.049790491,0.082194348,1.477063433,spiral
0.047170918,0.083725195,-113.1810741,spiral
0.044504325,0.085172583,-24.86650444,spiral
0.041793368,0.086535069,103.8317718,spiral
0.039040752,0.087811295,18.14692728,spiral
0.036249218,0.088999989,-13.88941614,spiral
0.03342155,0.090099966,49.59208326,spiral
0.030560568,0.091110129,-125.2380046,spiral
0.027669121,0.092029471,-68.23557862,spiral
0.024750094,0.092857077,67.78440395,spiral
0.021806395,0.09359212,-43.59339212,spiral
0.018840959,0.094233869,23.68357413,spiral
0.015856741,0.094781684,76.29302336,spiral
0.012856718,0.095235018,67.29911383,spiral
0.009843879,0.09559342,44.06596599,spiral
0.006821227,0.095856532,-105.473724,spiral
0.003791775,0.096024092,-44.57225569,spiral
0.000758544,0.096095934,29.54166861,spiral
-0.002275443,0.096071984,-42.14529744,spiral
-0.005307162,0.095952269,-7.943145392,spiral
-0.008333591,0.095736906,10.61272101,spiral
-0.011351713,0.09542611,48.66318044,spiral
-0.014358519,0.095020191,39.44736068,spiral
-0.017351012,0.094519555,-9.613337226,spiral
-0.020326209,0.093924699,-32.85902208,spiral
-0.023281145,0.093236217,-31.36363858,spiral
-0.026212874,0.092454795,88.12980963,spiral
-0.029118473,0.091581212,-83.49570328,spiral
-0.031995046,0.090616339,-98.81324579,spiral
-0.034839726,0.089561138,171.4728074,spiral
-0.037649676,0.08841666,69.33569216,spiral
-0.040422097,0.087184046,-171.8859926,spiral
-0.043154224,0.085864526,-80.12084205,spiral
-0.045843334,0.084459414,90.78193848,spiral
-0.048486747,0.082970111,38.04669427,spiral
-0.051081826,0.081398101,41.58878087,spiral
-0.053625987,0.079744952,-30.98182766,spiral
-0.056116691,0.078012312,-34.47406618,spiral
-0.058551458,0.076201907,8.815376532,spiral
-0.060927859,0.074315543,-37.6065142,spiral
-0.063243525,0.072355099,72.6567655,spiral
-0.06549615,0.07032253,98.5743799,spiral
-0.067683486,0.068219862,-96.53421367,spiral
-0.069803354,0.066049191,-65.94304822,spiral
-0.07185364,0.063812681,37.1863904,spiral
-0.073832302,0.06151256,-67.05830529,spiral
